Delhi,2015,297.02465753424656,117.34082191780823,229.99083798882677
Delhi,2016,301.36986301369865,138.71956164383562,258.63657303370786
Delhi,2017,257.32394366197184,127.09602816901408,264.75726072607284
Delhi,2018,249.15890410958903,115.01939726027399,240.11024657534247
Delhi,2019,232.1041095890411,108.50147945205478,215.04780821917808
Delhi,2020,181.672131147541,80.31797814207648,157.03420765027334
Kochi,2020,104.28481012658227,31.54050632911392,66.1144303797468
Patna,2015,350.55555555555554,217.10382716049378,
Patna,2016,252.8419452887538,138.3728571428572,
Patna,2017,328.12587412587413,183.8085314685315,
Patna,2018,233.6343490304709,119.93509695290858,
Patna,2019,218.2590529247911,105.1355988857938,197.36249999999998
Patna,2020,162.2513661202186,61.32169398907104,123.66098360655735
Aizawl,2020,34.765765765765764,16.988545454545456,23.286363636363625
Bhopal,2019,162.6095238095238,67.70914285714285,144.32114285714286
Bhopal,2020,114.7514450867052,39.58468208092484,104.78184971098257
Jaipur,2017,156.69832402234636,67.53871508379889,135.23067796610175
Jaipur,2018,150.02739726027397,61.34679452054798,141.11427397260275
Jaipur,2019,120.5123287671233,48.93131506849316,114.17723287671241
Jaipur,2020,105.12021857923497,40.31196721311476,97.434043715847
Mumbai,2018,102.36607142857143,34.732366071428594,99.57546341463413
Mumbai,2019,107.95068493150686,34.7368493150685,95.92528767123288
Mumbai,2020,103.56830601092896,36.59431693989071,94.73366120218576
Chennai,2015,148.5818181818182,59.11854545454546,
Chennai,2016,138.95151515151514,55.57763636363637,
Chennai,2017,104.61666666666666,53.168388888888906,
Chennai,2018,105.4904109589041,52.142739726027365,
Chennai,2019,102.94246575342466,43.93802739726025,58.51390532544376
Chennai,2020,80.25136612021858,29.407540983606552,68.32436090225563
Kolkata,2018,155.31553398058253,73.79320388349511,122.21752427184467
Kolkata,2019,143.9095890410959,68.31945205479454,123.55032876712319
Kolkata,2020,117.29508196721312,47.05256830601091,94.28021857923501
Lucknow,2015,202.78445229681978,98.67961130742052,
Lucknow,2016,243.57357357357358,126.79648648648647,
Lucknow,2017,237.62154696132598,121.75917127071823,
Lucknow,2018,233.77260273972604,119.2455342465753,
Lucknow,2019,202.56164383561645,98.0886575342466,
Lucknow,2020,157.12568306010928,76.86508196721311,
Talcher,2018,187.22881355932202,72.1582062780269,186.1538362068965
Talcher,2019,169.17666666666668,51.535199999999996,177.81926421404694
Talcher,2020,161.11612903225807,68.09936619718309,115.46935483870972
Amritsar,2017,148.5719696969697,72.28160305343512,144.80701612903226
Amritsar,2018,122.61993769470405,55.36291497975709,124.548753894081
Amritsar,2019,109.58171745152355,50.79404432132964,97.5752631578948
Amritsar,2020,92.78034682080924,37.702774566474,90.8161403508772
Gurugram,2016,228.5043103448276,125.60431034482754,
Gurugram,2017,284.70212765957444,156.78711246200604,395.4
Gurugram,2018,234.1529411764706,118.29258823529413,239.72319634703192
Gurugram,2019,195.22252747252747,93.9428296703297,190.02943113772477
Gurugram,2020,158.65573770491804,67.01792349726776,134.43475409836063
